
Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Item Description,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Location
05/08/2013,05/08/2013,2012-2013,1-11-70-04F,FIS 7218,,IT Goods,,Statewide Contract,,"Finance, Department of",13274,Western Blue Corporation,,95827,NO,Samsung Drawer,520-sheet Drawer for Samsung ML-5512ND,7,$112.58,$788.06,43212110,43212110,Multi function printers,43212100,Computer printers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,"95827
(38.563097, -121.328511)"
05/22/2013,12/13/2012,2012-2013,,CDO-12-022,,NON-IT Goods,,Fair and Reasonable,,"Coastal Conservancy, State",1013635,ACEC CA,,95814,NO,2013 CEQA Guidlines Booklet,2013 CEQA Guidelines Booklet,7,$24.00,$168.00,55101524,55101524,Reference books,55101500,Printed publications,55100000,Printed media,55000000,Published Products,"95814
(38.580427, -121.494396)"
05/09/2013,05/09/2013,2012-2013,1-11-87-17C,PO222663,,NON-IT Goods,,Statewide Contract,,"Fish and Wildlife, Department of",1752282,"Nelson & Sons, Inc",,,NO,Fish Food,4.5mm Trout Flt.,210000,$0.48,$99750.00,10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies,
05/06/2013,04/29/2013,2012-2013,,4500178897,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",21235,"Titus Enterprises, Inc.",CA-SB,93706,NO,APPLES,APPLES,276,$18.54,$5117.04,50301518,50301518,Delicious apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products,"93706
(36.675079, -119.865393)"
05/06/2013,03/01/2013,2012-2013,,12-501-0246,,NON-IT Goods,,Informal Competitive,,"State Hospitals, Department of",1008361,3B INDUSTRIES INC,,73529,NO,Men's Knit Briefs - Large,Men's Knit Jockey Briefs - Large,600,$1.70,$1020.00,53102303,53102303,Underpants,53102300,Undergarments,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products,"73529
(34.361458, -97.971748)"
05/17/2013,05/17/2013,2012-2013,7-10-70-16,4500181243,,IT Goods,,WSCA/Coop,,Correctional Health Care Services,1042318,Verizon Wireless,,95402-4749,NO,Casio Ravine 2 w/o Camera,Casio Ravine 2 w/o Camera,35,$129.99,$4549.65,43191501,43191501,Mobile phones,43191500,Personal communication devices,43190000,Communications Devices and Accessories,43000000,Information Technology Broadcasting and Telecommunications,"95402-4749
(38.439698, -122.715642)"
05/09/2013,05/09/2013,2012-2013,SBP01336,W1550,,NON-IT Goods,,WSCA/Coop,,"Justice, Department of",1459140,Fisher Scientific LLC,,,NO,Fuel Surcharge,Fuel Surcharge,1,$5.50,$5.50,76122403,76122403,Fuel recovery fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,
05/22/2013,05/22/2013,2012-2013,,CS250223,,NON-IT Goods,,SB/DVBE Option,,"Developmental Services, Department of",27456,ARTEXT INC,CA-MB CA-SB,91416,NO,Sheets,Fitted bed sheets 80x35,20,$63.70,$1274.00,52121513,52121513,Bed spreads,52121500,Bedclothes,52120000,Bedclothes and table and kitchen linen and towels,52000000,Domestic Appliances and Supplies and Consumer Electronic Products,"91416
(34.189857, -118.451357)"
05/24/2013,05/24/2013,2012-2013,,P1201029,,NON-IT Goods,,Fair and Reasonable,,Franchise Tax Board,8329,Merritt Business Supplies,CA-MB CA-SB,95630,NO,badge holders,badge holders,10,$9.00,$90.00,55121804,55121804,Badges or badge holders,55121800,Identification documents,55120000,Signage and accessories,55000000,Published Products,"95630
(38.670213, -121.147592)"
05/30/2013,05/30/2013,2012-2013,1-12-65-65-01-E,4500183051,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1752319,McKesson Medical - Surgical Minnesota Su,,,NO,44621300 Glv LTX PF Med 100/bx,44621300 Glv LTX PF Med 100/bx,150,$4.58,$687.00,42132203,42132203,Medical exam or non surgical procedure gloves,42132200,Medical gloves and accessories,42130000,Medical apparel and textiles,42000000,Medical Equipment and Accessories and Supplies,
05/30/2013,07/01/2013,2012-2013,1-11-89-07,4500183101,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",17520,Seacat Enterprises,CA-SB,90274,NO,CHEESE,"CHEESE, AMERICAN, CHEDDAR, MONTEREY JACK, MOZZARELLA, PARMESAN",1,$16847.20,$16847.20,50131801,50131801,Natural cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,"90274
(33.779784, -118.375432)"
05/15/2013,05/15/2013,2012-2013,1-11-87-17C,347,,NON-IT Goods,,Statewide Contract,,"Fish and Wildlife, Department of",1752282,"Nelson & Sons, Inc",,,NO,Dry Fish Food,Dry Fish Food,1,$20557.00,$20557.00,10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies,
05/06/2013,05/03/2013,2012-2013,1-09-97-34,9.9071300195e+011,,NON-IT Goods,,Statewide Contract,,"Transportation, Department of",1718,ALBRIGHT SEED COMPANY,CA-SB,93012,NO,traffic sign,traffic sign,1,$6676.00,$6676.00,55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,"93012
(34.216668, -118.990368)"
05/07/2013,05/06/2013,2012-2013,,CF120830,,IT Goods,,Informal Competitive,,"Forestry and Fire Protection, Department of",3958,Delphin Computer Supply,CA-SB,90706,NO,J5Create USB 2.0 DVI Display Adapter,DVI Adapter,1,$69.00,$69.00,43211614,43211614,Bluetooth universal serial bus USB adapter,43211600,Computer accessories,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,"90706
(33.88777, -118.127923)"
01/10/2014,01/09/2014,2013-2014,SLP-11-70-0027R,4500206152,,IT Goods,,Software License Program,,"Water Resources, Department of",10742,CIRRUS ENVIRONMENTAL INC,CA-DVBE CA-SBE CDVBE SB SDVOSB,93456,NO,"E064QLL,IBM COGNOS PLANNING MODELER","E064QLL,IBM COGNOS PLANNING MODELER",1,$5470.00,$5470.00,43232314,43232314,,,,,,,,"93456
(34.931438, -120.434824)"
05/03/2013,,2012-2013,1-09-70-03C,REQ0010134,REQ0010134,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,5 YEAR MISSION CRITICAL,5 YEAR MISSION CRITICAL,1,$3569.15,$3569.15,,,,,,,,,,"95814
(38.580427, -121.494396)"
05/09/2013,05/09/2013,2012-2013,,B0000528,,NON-IT Goods,,SB/DVBE Option,,"Veterans Affairs, Department of",10878,International Restaurant Supply,CA-SB,92618,NO,WATER FILTER ASSEMBLY,WATER FILTER ASSEMBLY,1,$191.11,$191.11,23181805,23181805,Ice making machine parts and accessories,23181800,Industrial beverage processing machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories,"92618
(33.670881, -117.737624)"
05/25/2013,,2012-2013,1-11-70-04G,REQ0010374,REQ0010374,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1017216,GRANITE DATA SOLUTIONS,,95610,NO,"18,000 Page Magenta Toner Cartridge","18,000 Page Magenta Toner Cartridge",1,$230.29,$230.29,,,,,,,,,,"95610
(38.69507, -121.271144)"
12/04/2013,12/04/2013,2013-2014,,4500209883,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,1744608,Airgas USA LLC,,,NO,Oxygen Cylinders,Oxygen Cylinders,1,$837.60,$837.60,12141904,12141904,Oxygen O,12141900,Non metals and pure and elemental gases,12140000,Elements and gases,12000000,Chemicals including Bio Chemicals and Gas Materials,
05/07/2013,04/30/2013,2012-2013,,4500179082,,NON-IT Goods,,Fair and Reasonable,,"Corrections and Rehabilitation, Department of",1004667,LC Action Police Supply,CA-SBE,,NO,Sabre O/C MK-9 Streamer,Sabre O/C MK-9 Streamer,1,$4844.00,$4844.00,12161904,12161904,Dispersing agents,12161900,Surfactants,12160000,Additives,12000000,Chemicals including Bio Chemicals and Gas Materials,
05/22/2013,06/01/2013,2012-2013,,BOE 2012-4247,,IT Services,,Services are specifically exempt by policy,,"Equalization, Board of",1743305,Workplace Answers LLC,,,NO,Sexual Harassment Prevention training,Sexual Harassment Prevention training,1,$10490.00,$10490.00,60105905,60105905,Understanding date rape or dating skills or harassment instructional materials,60105900,Dating and sex and teen pregnancy and parenting skills and child development instructional materials,60100000,Developmental and professional teaching aids and materials and accessories and supplies,60000000,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,
05/23/2013,07/01/2013,2012-2013,,4500177210,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1065902,Prison Industry Authority,,95696,NO,BOOT HIGH TOP 8W,BOOT HIGH TOP 8W,200,$31.70,$6340.00,53111501,53111501,Mens boots,53111500,Boots,53110000,Footwear,53000000,Apparel and Luggage and Personal Care Products,"95696
(38.43, -122.02)"
05/31/2013,05/31/2013,2012-2013,1-12-65-65-01-E,4500183251,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1752319,McKesson Medical - Surgical Minnesota Su,,,NO,Gurneys,Gurneys,13,$4097.39,$53266.07,42192202,42192202,Gurneys or scissor lifts,42192200,Patient transport products,42190000,Medical facility products,42000000,Medical Equipment and Accessories and Supplies,
05/15/2013,,2012-2013,7-10-70-16,REQ0010475,REQ0010475,IT Goods,,WSCA/Coop,,"Consumer Affairs, Department of",1042318,Verizon Wireless,,95402-4749,NO,IPHONE 4S VEHICLE POWER CHARGER,IPHONE 4S VEHICLE POWER CHARGER,30,$22.49,$674.70,,,,,,,,,,"95402-4749
(38.439698, -122.715642)"
05/31/2013,,2012-2013,1-09-70-02,REQ0010435,REQ0010435,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1249060,Western Blue/Insight/Hewlett Packard,,95827,NO,8 GB 1600 MHz DDR3 SDRAM (2D),Seven (7) 8 GB 1600 MHz DDR3 SDRAM (2D),7,$118.32,$828.24,81112307,81112307,PC or workstation or notebook maintenance,81112300,Computer hardware maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,"95827
(38.563097, -121.328511)"
05/31/2013,05/30/2013,2012-2013,,12-10377,,NON-IT Services,Nonprofit Organizations,Services are specifically exempt by statute,,"Public Health, Department of",1182160,East Los Angeles Women's Center,,90022,NO,East Los Angeles Women's Center,Contractor to conduct activities related to rape prevention and education,1,$122638.00,$122638.00,85101705,85101705,Public health administration,85101700,Health administration services,85100000,Comprehensive health services,85000000,Healthcare Services,"90022
(34.024487, -118.155755)"
06/09/2013,06/09/2013,2012-2013,7-11-51-02,DSP12085,,NON-IT Goods,,WSCA/Coop,,"Education, Department of",1001584,Grainger Industrial Supply,,95691,NO,EDGER,136CC,1,$531.52,$531.52,27112215,27112215,Grooving edger,27112200,Masonry and concrete tools,27110000,Hand tools,27000000,Tools and General Machinery,"95691
(38.575311, -121.560401)"
05/06/2013,05/06/2013,2012-2013,,4500179700,,IT Goods,,SB/DVBE Option,,Correctional Health Care Services,2963,Capital Datacorp,CA-SB CA-SBE,95660,NO,Cordless Hand Scanner,Socket Bluetooth Cordless Hand Scanner,2,$6020.00,$12040.00,43211711,43211711,Scanners,43211700,Computer data input devices,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,"95660
(38.676557, -121.37729)"
05/07/2013,05/07/2013,2012-2013,,1.013000002e+011,,NON-IT Goods,,SB/DVBE Option,,"Transportation, Department of",14391,Environmental Concepts,CA-SB,93561,NO,fog seal,fog seal,30,$987.00,$29610.00,22101605,22101605,Asphalt finishers,22101600,Paving equipment,22100000,Heavy construction machinery and equipment,22000000,Building and Construction Machinery and Accessories,"93561
(35.131657, -118.503589)"
05/14/2013,05/13/2013,2012-2013,1-12-56-20-02-A,213000221,,NON-IT Goods,,Statewide Contract,,"Transportation, Department of",9534,DAN PALMER TRUCKING,,96007,NO,asphalt,asphalt,1,$17692.35,$17692.35,30121601,30121601,Asphalt,30121600,Asphalts,30120000,Roads and landscape,30000000,Structures and Building and Construction and Manufacturing Components and Supplies,"96007
(40.456408, -122.315294)"
05/09/2013,,2012-2013,,REQ0010478,REQ0010478,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",10803,River City Office Supply,CA-SB,95811,NO,"INKCART, 951 TRI COMBO","INKCART, 951 TRI COMBO",15,$53.99,$809.85,44103103,44103103,Printer or facsimile toner,44103100,Printer and facsimile and photocopier supplies,44100000,Office machines and their supplies and accessories,44000000,Office Equipment and Accessories and Supplies,"95811
(38.581053, -121.488564)"
05/10/2013,04/18/2013,2012-2013,,8540,,IT Goods,,Formal Competitive,,California Technology Agency,1068225,"ENS, Inc.",,95827,NO,trend micro deep decurity antimalware,software license and maintenance,1,$20620.80,$20620.80,43231503,43231503,Procurement software,43231500,Business function specific software,43230000,Software,43000000,Information Technology Broadcasting and Telecommunications,"95827
(38.563097, -121.328511)"
05/28/2013,05/17/2013,2012-2013,,S2912029,,NON-IT Goods,,Informal Competitive,,"Parks & Recreation, Department of",1754466,"Golf Cars-La, Inc.",,,NO,Electric Cart,Electric Golf Cart,1,$8428.00,$8428.00,25101904,25101904,Golf carts,25101900,Specialized and recreational vehicles,25100000,Motor vehicles,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,
05/02/2013,08/10/2012,2012-2013,1-12-89-52,12-506-0093,,NON-IT Goods,,Statewide Contract,,"State Hospitals, Department of",1000624,Food Service Systems Inc,,95076,NO,GREEN PEAS,GREEN PEAS,4455,$0.69,$3073.95,50444003,50444003,Frozen garden peas,50444000,Frozen green peas,50440000,Frozen vegetables,50000000,Food Beverage and Tobacco Products,"95076
(36.937136, -121.765301)"
05/31/2013,05/31/2013,2012-2013,1-13-23-23 A - G,150-00054-13,,NON-IT Goods,,Statewide Contract,,State Lands Commission,36646,Winner Chevrolet,,95713,NO,Fleet Vehicle SUV,Chevrolet Equinox,1,$21602.00,$21602.00,25101507,25101507,Light trucks or sport utility vehicles,25101500,Passenger motor vehicles,25100000,Motor vehicles,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,"95713
(39.081823, -120.948957)"
05/06/2013,11/16/2012,2012-2013,,12-506-0169,,NON-IT Goods,,Informal Competitive,,"State Hospitals, Department of",12205,"Superior Produce, Inc.",CA-SB,95811,NO,YELLOW DRY ONIONS,YELLOW DRY ONIONS,4,$10.50,$42.00,50405321,50405321,Yellow storage onions,50405300,Onions,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,"95811
(38.581053, -121.488564)"
05/29/2013,,2012-2013,,REQ0010301,,IT Goods,,SB/DVBE Option,,"Consumer Affairs, Department of",36370,"Automotive Electronics Services, Inc",CA-MB CA-SB,93727,NO,"Bosh Scan Tool, MASTERTECH VCI 2 PACKAGE","Bosch Scan Tool, MASTERTECH VCI 2 PACKAGE",7,$3395.75,$23770.25,,,,,,,,,,"93727
(36.750318, -119.699087)"
05/07/2013,05/01/2013,2012-2013,,4500197248,,NON-IT Goods,,State Programs,Fleet,"Water Resources, Department of",1743406,Voyager Fleet Systems Inc,,,NO,Fuel for Equip. 17R050,Fuel for Equip. 17R050,1,$470.30,$470.30,78180301,78180301,Fuelling of vehicles,78180300,Transport fuelling and vehicle storage and support services,78180000,Transportation repair or maintenance services,78000000,Transportation and Storage and Mail Services,
06/15/2013,,2012-2013,,REQ0010418,REQ0010418,IT Goods,,SB/DVBE Option,,"Consumer Affairs, Department of",49745,TonerImaging,CA-MB CA-SB CA-SBE,94588,NO,C920 HD Pro Webcam,C920 HD Pro Webcam,6,$85.00,$510.00,,,,,,,,,,"94588
(37.694621, -121.892391)"
05/07/2013,05/03/2013,2012-2013,,4500197323,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Water Resources, Department of",1008361,3B INDUSTRIES INC,,73529,NO,Pacifica Nesting Chair-Arms,Pacifica Nesting Chair-Arms,12,$242.00,$2904.00,56101522,56101522,Arm chair,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"73529
(34.361458, -97.971748)"
05/15/2013,05/16/2013,2012-2013,,P1200990,,NON-IT Goods,,SB/DVBE Option,,Franchise Tax Board,8329,Merritt Business Supplies,CA-MB CA-SB,95630,NO,DESKTOP TAPE DISPENSER,DESKTOP TAPE DISPENSER,100,$2.70,$270.00,44121605,44121605,Tape dispensers,44121600,Desk supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"95630
(38.670213, -121.147592)"
05/08/2013,05/08/2013,2012-2013,1-10-65-20,4500179974,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1673360,"Dental Health Products, Inc.",,54229,NO,Dental Supplies,Various Dental Supplies,1,$4018.66,$4018.66,30201903,30201903,Dental units,30201900,Prefabricated medical structures,30200000,Prefabricated structures,30000000,Structures and Building and Construction and Manufacturing Components and Supplies,"54229
(44.565391, -87.822786)"
05/08/2013,05/08/2013,2012-2013,1-12-65-05,W1543,,NON-IT Goods,,Statewide Contract,,"Justice, Department of",1744806,Life Technologies Corp,,,NO,lab supply,3130 POP-4TM Polymer,10,$448.20,$4482.00,13102003,13102003,Acetal polymer,13102000,Thermoplastic plastics,13100000,Rubber and elastomers,13000000,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,
05/08/2013,05/08/2013,2012-2013,,12482131,,NON-IT Goods,,NCB,Only goods and services that meet needs of the State,"State Hospitals, Department of",1002925,Siemens Healthcare Diagnostics,,,NO,GPT/ALT,GPT/ALT,10,$60.00,$600.00,41116105,41116105,Chemistry reagents or solutions,41116100,Manual test kits and quality controls and calibrators and standards,41110000,Measuring and observing and testing instruments,41000000,Laboratory and Measuring and Observing and Testing Equipment,
05/14/2013,05/14/2013,2012-2013,,4500180711,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1516120,EDWARD DON AND COMPANY,,91752,NO,SHELF,"SHELF, WIRE FREEZER, 24"" X 48""",120,$54.90,$6588.00,31162501,31162501,Shelf brackets,31162500,Brackets and braces,31160000,Hardware,31000000,Manufacturing Components and Supplies,"91752
(33.995229, -117.535073)"
06/21/2013,,2012-2013,,REQ0010632,REQ0010632,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",10803,River City Office Supply,CA-SB,95811,NO,"Cat 6 Patch Cord 6"" Snagless Bootless, Purple","Cat 6 Patch Cord 6"" Snagless Bootless, Purple",100,$2.59,$259.00,,,,,,,,,,"95811
(38.581053, -121.488564)"
10/08/2013,,2013-2014,1-13-84-14,REQ0011133,REQ0011133,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1015494,MTM RECOGNITION,,61356,NO,"Howard Miller Wall Clock, 25-Year Service Award","Howard Miller Wall Clock, LaConstance Johnson",1,$71.92,$71.92,,,,,,,,,,"61356
(41.380137, -89.428418)"
05/14/2013,07/01/2013,2012-2013,,4500180781,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1008361,3B INDUSTRIES INC,,73529,NO,EGGS FROZEN 30 LB PAIL  665 PAILS,EGGS FROZEN 30 LB PAIL  665 PAILS,19950,$1.41,$28129.50,50131610,50131610,Frozen eggs,50131600,Eggs and egg substitutes,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,"73529
(34.361458, -97.971748)"
05/15/2013,,2012-2013,1-10-75-60A,REQ0010308,REQ0010308,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,HP Magenta Toner,HP Magenta Toner,8,$233.77,$1870.16,44103103,44103103,Printer or facsimile toner,44103100,Printer and facsimile and photocopier supplies,44100000,Office machines and their supplies and accessories,44000000,Office Equipment and Accessories and Supplies,"95814
(38.580427, -121.494396)"
05/17/2013,05/17/2013,2012-2013,,4500181229,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1742963,GORILLA STATIONERS LLC,CA-MB CA-SB CA-SBE,92647,NO,WASTE BASKET PLASTIC  RCP295600GY,WASTE BASKET PLASTIC  RCP295600GY,20,$5.43,$108.60,"31201517
44121507
44121704
44121708
47121702",31201517,Packaging tape,31201500,Tape,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies,"92647
(33.723965, -118.006519)"
05/17/2013,05/17/2013,2012-2013,,4500181229,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1742963,GORILLA STATIONERS LLC,CA-MB CA-SB CA-SBE,92647,NO,FOLDER MANILA STR END CUT  SMD 24100,FOLDER MANILA STR END CUT  SMD 24100,20,$15.97,$319.40,44122011,44122011,Folders,44122000,Folders and binders and indexes,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"92647
(33.723965, -118.006519)"
05/28/2013,05/21/2013,2012-2013,1-09-75-41B,4500181723,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",56613,STAY SAFE SUPPLY,CA-DVBE,95762,NO,Inside Delivery Charge,delivery charge,240,$3.75,$900.00,14111507,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"95762
(38.682162, -121.064452)"
05/30/2013,05/29/2013,2012-2013,1-10-65-20,12482133,,NON-IT Goods,,Statewide Contract,,"State Hospitals, Department of",1673360,"Dental Health Products, Inc.",,54229,NO,Crowns,"stainless steel, Upper Right #2",2,$31.38,$62.76,49101708,49101708,Crowns,49101700,Awards,49100000,Collectibles and awards,49000000,Sports and Recreational Equipment and Supplies and Accessories,"54229
(44.565391, -87.822786)"
05/07/2013,05/07/2013,2012-2013,,4500179867,,NON-IT Goods,,Informal Competitive,,Correctional Health Care Services,12341,"TAGG Industries, Inc.",CA-DVBE CA-SB CA-SBE CDVBE,92653,NO,Vital Signs Monitor,Vital Signs Monitor,1,$20671.12,$20671.12,42181904,42181904,Multiparameter vital sign unit or accessories,42181900,Acute care monitoring units and related products,42180000,Patient exam and monitoring products,42000000,Medical Equipment and Accessories and Supplies,"92653
(33.595874, -117.702101)"
05/13/2013,10/10/2012,2012-2013,7-08-70-13,41629,,IT Services,,WSCA/Coop,,"Horse Racing Board, California",1001840,Cisco Systems Inc.,,95134,NO,Router Maintenance,Router Maintenance,1,$15052.70,$15052.70,81111812,81111812,Computer hardware maintenance support service,81111800,System and system component administration services,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,"95134
(37.410635, -121.940949)"
05/13/2013,05/13/2013,2012-2013,,10-95000,,NON-IT Services,Joint Power Agreement,Fair and Reasonable,,"Public Health, Department of",19872,"Impact Assessment, Inc.",,92037,NO,Consultant,Environmental Health Investigations,1,$2831368.00,$2831368.00,85101705,85101705,Public health administration,85101700,Health administration services,85100000,Comprehensive health services,85000000,Healthcare Services,"92037
(32.844136, -117.253488)"
05/13/2013,07/01/2013,2012-2013,,4500177826,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Corrections and Rehabilitation, Department of",1008361,3B INDUSTRIES INC,,73529,NO,trigger/mister,trigger/mister for 32 OZ bottle,1000,$0.95,$950.00,"24122002
47131610
47131801
47131805
52151644",24122002,Plastic bottles,24122000,Bottles,24120000,Packaging materials,24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,"73529
(34.361458, -97.971748)"
05/16/2013,03/20/2013,2012-2013,,4500174391,,NON-IT Goods,,SB/DVBE Option,,"Corrections and Rehabilitation, Department of",50721,Cannon Sports Inc.,CA-MB CA-SB,91510-1179,NO,football,football,1,$6779.38,$6779.38,49161505,49161505,Soccer balls,49161500,Field sports equipment,49160000,Field and court sports equipment,49000000,Sports and Recreational Equipment and Supplies and Accessories,"91510-1179
(34.182052, -118.307476)"
05/23/2013,05/23/2013,2012-2013,,4500182223,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1019718,PRO PACIFIC FRESH,,95938,NO,coleslaw,coleslaw pre-cut 20lb/cs,175,$9.95,$1741.25,50404605,50404605,Mesculin mix lettuce,50404600,Lettuces,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,"95938
(39.625514, -121.788667)"
05/23/2013,05/23/2013,2012-2013,,4500182223,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1019718,PRO PACIFIC FRESH,,95938,NO,apples,apples US#1 163ct/cs,300,$16.00,$4800.00,50301518,50301518,Delicious apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products,"95938
(39.625514, -121.788667)"
05/02/2013,05/02/2013,2012-2013,,B0902,,NON-IT Goods,,SB/DVBE Option,,Military Department,16906,MADERA UNIFORM & ACCESSORIES LLC,CA-MB CA-SB,93638,NO,Uniforms,BDU's for Grizzly Youth Academy,1,$42269.16,$42269.16,53102705,53102705,School uniforms,53102700,Uniforms,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products,"93638
(37.008645, -120.04833)"
12/23/2013,12/23/2013,2013-2014,,048D3025,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Highway Patrol, California",1755837,PIA,,,NO,CHAIRS,CHAIRS,6,$520.00,$3120.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,
05/06/2013,05/06/2013,2012-2013,1-09-13-02B,POE2578,,NON-IT Goods,,Statewide Contract,,"Fish and Wildlife, Department of",39,ALL GEN ELECTRIC SERVICE,CA-SBE,89014,NO,ammunition,ammunition,1,$22954.60,$22954.60,46101601,46101601,Defense or law enforcement ammunition,46101600,Ammunition,46100000,Light weapons and ammunition,46000000,Defense and Law Enforcement and Security and Safety Equipment and Supplies,"89014
(36.060617, -115.059879)"
06/10/2013,06/05/2013,2012-2013,,4500183953,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",31112,GCS Supplies Inc,CA-MB CA-SB,91301,NO,post it,note pads,1,$3341.05,$3341.05,14111530,14111530,Self adhesive note paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"91301
(34.132842, -118.760077)"
05/10/2013,05/10/2013,2012-2013,,S2696038,,NON-IT Goods,,Informal Competitive,,"Parks & Recreation, Department of",1015961,Rolyan Buoys,,53012,NO,Regular Buoys,REGULAR BUOYS FOR FOLSOM LAKE,60,$163.00,$9780.00,27112202,27112202,Floats,27112200,Masonry and concrete tools,27110000,Hand tools,27000000,Tools and General Machinery,"53012
(43.310201, -88.019726)"
05/09/2013,05/10/2013,2012-2013,1-13-23-23 A - G,2001-347,,NON-IT Goods,,Statewide Contract,,"Food and Agriculture, Department of",36646,Winner Chevrolet,,95713,NO,SUV,SUV,1,$21603.75,$21603.75,25101503,25101503,Automobiles or cars,25101500,Passenger motor vehicles,25100000,Motor vehicles,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,"95713
(39.081823, -120.948957)"
06/05/2013,,2012-2013,,REQ0010375,REQ0010375,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",4812,Future Data Systems,CA-MB CA-SB,91803,NO,"Boundary Microphone, Audio Technica Unipoint Cardioid Condenser Boundary","Boundary Microphone, Audio Technica Unipoint Cardioid Condenser Boundary",2,$185.00,$370.00,,,,,,,,,,"91803
(34.073577, -118.145947)"
